EFORSCDCID,ReportingState,ReportingCounty,FirstIll,LastIll,FirstExposure,LastExposure,Illnesses,Hospitalizations,Deaths,Genus1,Genus2,Genus3,Genus4,Genus5,Genus6,Species1,Species2,Species3,Species4,Species5,Species6,Serotype1,Serotype2,Serotype3,Serotype4,Serotype5,Serotype6,Confirmed1,Confirmed2,Confirmed3,Confirmed4,Confirmed5,Confirmed6,WhereEaten1,WhereEaten2,WhereEaten3,WhereEaten4,WhereEaten5,WhereEaten6,WhereEaten7,CommodityGroup
8527,California,Orange,2004-03-05T00:00:00Z,,2004-03-04T00:00:00Z,2004-03-04T00:00:00Z,9,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8528,Illinois,Lake,2003-07-18T00:00:00Z,,2003-06-18T00:00:00Z,2003-07-05T00:00:00Z,6,3,0,Hepatitis,,,,,,A,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
8530,Oregon,Lane,2004-02-15T00:00:00Z,,2004-02-14T00:00:00Z,2004-02-14T00:00:00Z,16,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8531,Oregon,Multnomah,2004-03-21T00:00:00Z,,,,131,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,School,,,,,,,Unknown
8533,Oregon,Deschutes,2004-07-29T00:00:00Z,,2004-07-28T00:00:00Z,2004-07-28T00:00:00Z,6,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Private home,,,,,,,Mollusk
8534,Oregon,Marion,2004-08-15T00:00:00Z,,,,12,2,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Unknown,,,,,,,Unknown
8536,Colorado,Jefferson,2004-04-24T00:00:00Z,,2004-04-24T00:00:00Z,2004-04-25T00:00:00Z,84,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Other,,,,,,,>1 commodity
8537,Colorado,Boulder,2004-02-24T00:00:00Z,,2004-02-24T00:00:00Z,2004-02-24T00:00:00Z,15,0,0,Other chemical,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,School,,,,,,,>1 commodity
8538,Colorado,Boulder,2004-05-10T00:00:00Z,,2004-05-10T00:00:00Z,2004-05-10T00:00:00Z,9,0,0,Bacillus,,,,,,cereus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),Other,,,,,,>1 commodity
8540,Wyoming,Laramie,2004-02-20T00:00:00Z,,2004-02-19T00:00:00Z,2004-02-24T00:00:00Z,124,,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Other,,,,,,,Unknown
8541,Oregon,Douglas,2004-07-26T00:00:00Z,,,,24,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8543,Oregon,,2004-07-07T00:00:00Z,,,,11,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
8545,Texas,Collin,2004-01-18T00:00:00Z,,,,30,3,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Nursing home,,,,,,,Unknown
8546,Texas,Collin,2004-01-11T00:00:00Z,,,,17,0,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Nursing home,,,,,,,Unknown
8547,Texas,Collin,2004-01-18T00:00:00Z,,,,29,6,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Nursing home,,,,,,,Unknown
8549,North Carolina,Durham,2004-06-26T00:00:00Z,,2004-06-26T00:00:00Z,2004-06-26T00:00:00Z,60,1,0,Salmonella,,,,,,enterica,,,,,,Javiana,,,,,,1,.,.,.,.,.,Religious location (church/temple),,,,,,,>1 commodity
8550,North Carolina,Macon,2004-08-14T00:00:00Z,,,,15,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),Private home,,,,,,Unknown
8553,Maryland,Carroll,2004-08-01T00:00:00Z,,2004-07-31T00:00:00Z,2004-07-31T00:00:00Z,12,2,0,Salmonella,,,,,,enterica,,,,,,Typhimurium,,,,,,1,.,.,.,.,.,Private home,,,,,,,>1 commodity
8555,California,Los Angeles,2004-02-26T00:00:00Z,,2004-02-25T00:00:00Z,2004-03-01T00:00:00Z,78,2,0,Salmonella,,,,,,enterica,,,,,,Heidelberg,,,,,,1,.,.,.,.,.,Other,Restaurant (unknown type),Private home,,,,,Poultry
8556,California,Los Angeles,2004-07-25T00:00:00Z,,2004-07-24T00:00:00Z,2004-07-24T00:00:00Z,11,0,0,Salmonella,,,,,,enterica,,,,,,Infantis,,,,,,1,.,.,.,.,.,Private home,,,,,,,Pork
8558,California,Los Angeles,2004-06-11T00:00:00Z,,2004-06-10T00:00:00Z,2004-06-10T00:00:00Z,22,0,0,Salmonella,,,,,,enterica,,,,,,Thompson,,,,,,1,.,.,.,.,.,Religious location (church/temple),,,,,,,>1 commodity
8561,Oregon,Washington,2004-09-16T00:00:00Z,,2004-09-16T00:00:00Z,2004-09-16T00:00:00Z,7,7,0,Mycotoxins,,,,,,,,,,,,,,,,,,1,.,.,.,.,.,Private home,,,,,,,>1 commodity
8564,California,,2003-03-14T00:00:00Z,,,,13,2,,Salmonella,,,,,,enterica,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),Day care center,School,,,,,Fruits-Nuts
8566,California,Los Angeles,2004-01-07T00:00:00Z,,,2004-01-09T00:00:00Z,9,5,0,Salmonella,,,,,,enterica,,,,,,Heidelberg,,,,,,1,.,.,.,.,.,Day care center,,,,,,,Eggs
8568,California,Los Angeles,2004-06-06T00:00:00Z,,2004-06-06T00:00:00Z,2004-06-06T00:00:00Z,43,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
8570,Colorado,Douglas,2004-04-17T00:00:00Z,,2004-04-17T00:00:00Z,2004-04-17T00:00:00Z,35,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Other,,,,,,,Poultry
8571,Colorado,Adams,2004-06-19T00:00:00Z,,2004-06-19T00:00:00Z,2004-06-19T00:00:00Z,14,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Private home,,,,,,,>1 commodity
8572,Colorado,Adams,2004-06-25T00:00:00Z,,2004-06-24T00:00:00Z,2004-06-25T00:00:00Z,15,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Leafy
8575,Oregon,Umatilla,2004-08-13T00:00:00Z,,,,15,1,1,Salmonella,,,,,,enterica,,,,,,Heidelberg,,,,,,1,.,.,.,.,.,Nursing home,,,,,,,Unknown
8578,California,Orange,2004-06-30T00:00:00Z,,2004-06-29T00:00:00Z,2004-06-30T00:00:00Z,22,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Other,Restaurant (unknown type),,,,,,Vine
8579,California,Kern,2004-02-15T00:00:00Z,,2004-02-14T00:00:00Z,2004-02-14T00:00:00Z,25,0,0,Salmonella,,,,,,enterica,,,,,,Unspecified,,,,,,0,.,.,.,.,.,Other,,,,,,,Poultry
8580,California,,2004-06-01T00:00:00Z,,2004-05-30T00:00:00Z,2004-06-30T00:00:00Z,100,5,0,Salmonella,,,,,,enterica,,,,,,Newport,,,,,,1,.,.,.,.,.,Other,,,,,,,Dairy
8582,Washington,King,2004-03-26T00:00:00Z,,2004-03-23T00:00:00Z,2004-03-27T00:00:00Z,9,2,0,Salmonella,,,,,,enterica,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8583,Washington,Snohomish,2004-09-13T00:00:00Z,,2004-09-13T00:00:00Z,2004-09-13T00:00:00Z,8,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8584,Washington,Snohomish,2004-09-11T00:00:00Z,,2004-09-11T00:00:00Z,2004-09-11T00:00:00Z,9,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
8585,Washington,Yakima,2004-08-21T00:00:00Z,,2004-08-20T00:00:00Z,2004-08-20T00:00:00Z,7,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8589,Illinois,Lake,2004-09-23T00:00:00Z,,2004-09-23T00:00:00Z,2004-09-23T00:00:00Z,300,2,0,Escherichia,,,,,,"coli, Enterotoxigenic",,,,,,,,,,,,0,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Vine
8590,Illinois,Cook,2004-10-02T00:00:00Z,,2004-10-02T00:00:00Z,2004-10-02T00:00:00Z,17,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Private home,,,,,,,Unknown
8591,New York,Erie,2004-09-06T00:00:00Z,,2004-09-06T00:00:00Z,2004-09-06T00:00:00Z,108,0,0,Salmonella,,,,,,enterica,,,,,,Anatum,,,,,,1,.,.,.,.,.,Picnic,,,,,,,Beef
8593,California,Placer,2004-06-27T00:00:00Z,,2004-06-26T00:00:00Z,2004-06-26T00:00:00Z,20,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Private home,,,,,,,Leafy
8594,New York,Clinton,2004-09-12T00:00:00Z,,2004-09-04T00:00:00Z,2004-10-03T00:00:00Z,212,14,0,Escherichia,Cryptosporidium,,,,,"coli, Shiga toxin-producing",parvum,,,,,O111,,,,,,1,1,.,.,.,.,Other,Private home,,,,,,Fruits-Nuts
8595,Washington,Klickitat,2004-03-26T00:00:00Z,,2004-03-25T00:00:00Z,,6,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8597,California,San Diego,2004-08-26T00:00:00Z,,2004-08-25T00:00:00Z,2004-08-25T00:00:00Z,12,0,0,Shigella,,,,,,sonnei,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,>1 commodity
8599,Maryland,Prince George's,2004-08-25T00:00:00Z,,2004-08-24T00:00:00Z,2004-08-25T00:00:00Z,66,1,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Other,,,,,,,>1 commodity
8601,Louisiana,Ouachita,2004-04-12T00:00:00Z,,2004-04-12T00:00:00Z,2004-04-12T00:00:00Z,17,0,0,Other chemical,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Grains-Beans
8602,Louisiana,Lafayette,2004-03-31T00:00:00Z,,2004-03-30T00:00:00Z,2004-03-30T00:00:00Z,33,,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8603,Illinois,DuPage,2004-10-10T00:00:00Z,,2004-10-09T00:00:00Z,2004-10-09T00:00:00Z,12,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8605,Oregon,Deschutes,2004-08-21T00:00:00Z,,2004-08-20T00:00:00Z,2004-08-20T00:00:00Z,22,0,0,Escherichia,,,,,,"coli, Enterotoxigenic",,,,,,,,,,,,0,.,.,.,.,.,Picnic,,,,,,,Unknown
8606,California,Los Angeles,2004-08-16T00:00:00Z,,2004-08-16T00:00:00Z,2004-08-16T00:00:00Z,6,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,Unknown
8607,California,Los Angeles,2004-08-27T00:00:00Z,,2004-08-27T00:00:00Z,2004-08-27T00:00:00Z,10,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
8608,Oregon,Marion,2004-09-16T00:00:00Z,,2004-09-16T00:00:00Z,2004-09-16T00:00:00Z,6,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Beef
8609,Minnesota,Hennepin,2004-10-01T00:00:00Z,,2004-10-01T00:00:00Z,2004-10-01T00:00:00Z,15,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Leafy
8610,Tennessee,Shelby,2004-10-02T00:00:00Z,,2004-10-01T00:00:00Z,2004-10-01T00:00:00Z,19,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,School,,,,,,,Poultry
8611,Florida,Sarasota,2004-06-13T00:00:00Z,,2004-06-12T00:00:00Z,2004-06-12T00:00:00Z,39,3,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8612,Florida,Sarasota,2004-06-13T00:00:00Z,,2004-06-12T00:00:00Z,2004-06-12T00:00:00Z,39,3,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8613,Florida,Broward,2004-02-08T00:00:00Z,,2004-02-08T00:00:00Z,2004-02-08T00:00:00Z,24,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,>1 commodity
8614,Florida,Broward,2004-02-15T00:00:00Z,,2004-02-15T00:00:00Z,2004-02-15T00:00:00Z,13,,,Other viral,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8615,Florida,Broward,2004-03-31T00:00:00Z,,2004-03-30T00:00:00Z,2004-04-06T00:00:00Z,10,10,0,Other viral,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Nursing home,,,,,,,Unknown
8616,Florida,Broward,2004-03-31T00:00:00Z,,2004-03-31T00:00:00Z,2004-04-04T00:00:00Z,27,20,0,Calicivirus,,,,,,norovirus,,,,,,"Genogroup II (GII) , non typeable by GII probes",,,,,,1,.,.,.,.,.,Unknown,,,,,,,Unknown
8618,Massachusetts,Middlesex,2004-05-22T00:00:00Z,,2004-05-20T00:00:00Z,2004-05-20T00:00:00Z,8,,,Salmonella,,,,,,enterica,,,,,,Anatum,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Poultry
8624,North Carolina,Vance,2004-08-30T00:00:00Z,,2004-08-29T00:00:00Z,2004-08-29T00:00:00Z,7,0,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Private home,,,,,,,Poultry
8626,Pennsylvania,Chester,2004-03-02T00:00:00Z,,2004-02-29T00:00:00Z,2004-03-03T00:00:00Z,23,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Hospital,,,,,,,Unknown
8627,Louisiana,West Feliciana,2004-01-28T00:00:00Z,,2004-01-28T00:00:00Z,2004-01-28T00:00:00Z,118,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,1,.,.,.,.,.,Prison,,,,,,,>1 commodity
8628,Louisiana,Lafourche,2004-01-03T00:00:00Z,,2004-01-02T00:00:00Z,2004-01-03T00:00:00Z,12,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Camp,,,,,,,Mollusk
8631,CDC,,2003-03-09T00:00:00Z,,2003-03-01T00:00:00Z,,42,10,1,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Private home,,,,,,,Fruits-Nuts
8633,Florida,Palm Beach,2004-08-15T00:00:00Z,,2004-08-15T00:00:00Z,2004-08-15T00:00:00Z,56,0,0,Bacillus,,,,,,cereus,,,,,,,,,,,,1,.,.,.,.,.,Prison,,,,,,,>1 commodity
8641,California,El Dorado,2004-06-27T00:00:00Z,,2004-06-26T00:00:00Z,2004-06-26T00:00:00Z,19,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,Unknown
8642,California,San Diego,2004-08-29T00:00:00Z,,2004-08-28T00:00:00Z,2004-08-28T00:00:00Z,6,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8649,Idaho,Latah,2003-07-25T00:00:00Z,,2003-07-25T00:00:00Z,,11,,,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Picnic,,,,,,,>1 commodity
8650,Idaho,Twin Falls,2004-01-26T00:00:00Z,,2004-01-24T00:00:00Z,2004-01-24T00:00:00Z,20,,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
8652,Florida,Broward,2004-10-02T00:00:00Z,,2004-09-30T00:00:00Z,2004-10-03T00:00:00Z,11,,,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Hospital,,,,,,,Unknown
8654,Illinois,Lake,2004-10-17T00:00:00Z,,2004-10-16T00:00:00Z,2004-10-16T00:00:00Z,40,,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Religious location (church/temple),,,,,,,Unknown
8655,New Hampshire,Rockingham,2004-07-02T00:00:00Z,,,,26,0,0,Salmonella,,,,,,enterica,,,,,,Hartford,,,,,,1,.,.,.,.,.,Unknown,,,,,,,Unknown
8656,Delaware,Kent,2004-08-21T00:00:00Z,,2004-08-20T00:00:00Z,2004-08-23T00:00:00Z,14,1,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
8657,Nevada,Washoe,2004-09-05T00:00:00Z,,,,35,3,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Nursing home,,,,,,,Unknown
8658,Nevada,Washoe,2004-07-31T00:00:00Z,,,,16,1,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Nursing home,,,,,,,Unknown
8659,Delaware,New Castle,2004-08-27T00:00:00Z,,2004-08-25T00:00:00Z,2004-08-25T00:00:00Z,17,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,Unknown
8660,Nevada,Douglas,2004-08-01T00:00:00Z,,2004-07-31T00:00:00Z,2004-07-31T00:00:00Z,24,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,>1 commodity
8661,Nevada,Clark,2004-01-20T00:00:00Z,,,,25,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Nursing home,,,,,,,Unknown
8662,Nevada,Clark,2004-04-03T00:00:00Z,,,,78,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Hospital,,,,,,,Unknown
8670,Oregon,Marion,2004-09-05T00:00:00Z,,2004-09-05T00:00:00Z,2004-09-05T00:00:00Z,19,0,0,Salmonella,,,,,,enterica,,,,,,,,,,,,1,.,.,.,.,.,Private home,,,,,,,Poultry
8671,Oregon,Klamath,2004-09-11T00:00:00Z,,2004-09-11T00:00:00Z,2004-09-11T00:00:00Z,37,0,0,Clostridium,Streptococcus,,,,,perfringens,Group A,,,,,,,,,,,0,1,.,.,.,.,Other,,,,,,,Pork
8673,South Carolina,Fairfield,2004-10-15T00:00:00Z,,2004-10-15T00:00:00Z,2004-10-17T00:00:00Z,50,3,0,Staphylococcus,,,,,,aureus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
8674,Illinois,Cook,2004-10-12T00:00:00Z,,2004-10-11T00:00:00Z,2004-10-11T00:00:00Z,16,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8677,Colorado,Larimer,2004-06-13T00:00:00Z,,2004-06-11T00:00:00Z,2004-06-15T00:00:00Z,214,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,"Fair, festival, other mobile services",Restaurant (unknown type),,,,,,Unknown
8678,Colorado,Larimer,2004-06-27T00:00:00Z,,2004-06-26T00:00:00Z,2004-06-26T00:00:00Z,50,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8681,New Hampshire,Belknap,2004-04-10T00:00:00Z,,2004-04-09T00:00:00Z,2004-04-11T00:00:00Z,8,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Private home,,,,,,,Unknown
8684,Minnesota,St. Louis,2004-10-18T00:00:00Z,,2004-10-18T00:00:00Z,2004-10-23T00:00:00Z,33,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Other,Private home,,,,,,>1 commodity
8686,Wisconsin,Brown,2004-10-22T00:00:00Z,,2004-10-22T00:00:00Z,2004-10-25T00:00:00Z,20,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,>1 commodity
8687,Florida,Palm Beach,2004-09-18T00:00:00Z,,2004-09-18T00:00:00Z,2004-09-18T00:00:00Z,95,0,0,Vibrio,,,,,,parahaemolyticus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Crustacean
8690,Florida,Hillsborough,2004-09-25T00:00:00Z,,2004-09-24T00:00:00Z,2004-09-24T00:00:00Z,9,,,Salmonella,,,,,,enterica,,,,,,Unspecified,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Grains-Beans
8693,Wisconsin,Fond du Lac,2004-10-14T00:00:00Z,,2004-10-13T00:00:00Z,2004-10-13T00:00:00Z,21,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Unknown,,,,,,,Unknown
8700,California,San Diego,2004-10-03T00:00:00Z,,2004-10-02T00:00:00Z,2004-10-02T00:00:00Z,7,0,0,Clostridium,Bacillus,,,,,perfringens,cereus,,,,,,,,,,,0,0,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8701,California,San Diego,2004-07-03T00:00:00Z,,2004-07-03T00:00:00Z,2004-07-03T00:00:00Z,12,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8704,Tennessee,Hardin,2004-10-30T00:00:00Z,,2004-10-29T00:00:00Z,2004-11-01T00:00:00Z,23,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Leafy
8707,Florida,Brevard,2004-09-26T00:00:00Z,,2004-09-23T00:00:00Z,2004-09-27T00:00:00Z,52,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Prison,,,,,,,Unknown
8708,South Carolina,Richland,2004-10-20T00:00:00Z,,2004-10-19T00:00:00Z,2004-10-19T00:00:00Z,12,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,>1 commodity
8712,California,San Diego,2004-10-02T00:00:00Z,,2004-10-02T00:00:00Z,2004-10-02T00:00:00Z,57,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Private home,,,,,,,>1 commodity
8713,Virginia,,2003-12-12T00:00:00Z,,2003-12-12T00:00:00Z,2003-12-12T00:00:00Z,59,2,0,Salmonella,,,,,,enterica,,,,,,Typhimurium,,,,,,1,.,.,.,.,.,Other,,,,,,,Beef
8714,Virginia,,2004-03-04T00:00:00Z,,2004-03-04T00:00:00Z,2004-03-04T00:00:00Z,221,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Unknown,,,,,,,>1 commodity
8717,Idaho,,2003-12-25T00:00:00Z,,2003-12-25T00:00:00Z,2003-12-25T00:00:00Z,9,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Private home,,,,,,,Pork
8719,Massachusetts,Berkshire,2004-11-06T00:00:00Z,,2004-11-06T00:00:00Z,2004-11-06T00:00:00Z,23,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Pork
8720,Minnesota,Yellow Medicine,2004-11-12T00:00:00Z,,2004-11-12T00:00:00Z,2004-12-05T00:00:00Z,49,8,0,Salmonella,,,,,,enterica,,,,,,Newport,,,,,,1,.,.,.,.,.,"Workplace, not cafeteria",Restaurant (unknown type),,,,,,Poultry
8724,Washington DC,,2004-03-01T00:00:00Z,,,,35,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Unknown,,,,,,,Unknown
8725,Washington DC,,2004-03-07T00:00:00Z,,,,69,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Unknown,,,,,,,Unknown
8726,Washington DC,,2004-02-10T00:00:00Z,,,,19,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Unknown,,,,,,,Unknown
8727,Washington DC,,2004-03-17T00:00:00Z,,,,15,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Unknown,,,,,,,Unknown
8728,Washington DC,,2004-08-18T00:00:00Z,,2004-08-18T00:00:00Z,2004-08-18T00:00:00Z,6,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,>1 commodity
8729,Washington DC,,2004-10-04T00:00:00Z,,,,22,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Unknown,,,,,,,Unknown
8730,Illinois,Ogle,2004-11-18T00:00:00Z,,2004-11-18T00:00:00Z,2004-11-18T00:00:00Z,17,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,School,,,,,,,Unknown
8731,Georgia,Carroll,2004-11-05T00:00:00Z,,2004-11-05T00:00:00Z,2004-11-05T00:00:00Z,68,0,0,Other chemical,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,School,,,,,,,>1 commodity
8732,Iowa,Ida,2004-08-28T00:00:00Z,,2004-08-28T00:00:00Z,2004-08-28T00:00:00Z,110,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,Unknown
8733,North Carolina,Wilkes,2004-09-09T00:00:00Z,,2004-09-09T00:00:00Z,2004-09-09T00:00:00Z,60,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
8734,Georgia,Sumter,2004-10-03T00:00:00Z,,2004-10-02T00:00:00Z,2004-10-02T00:00:00Z,10,0,0,Salmonella,,,,,,enterica,,,,,,Montevideo,,,,,,1,.,.,.,.,.,"Fair, festival, other mobile services",Private home,,,,,,Unknown
8735,Pennsylvania,Fayette,2004-10-13T00:00:00Z,,2004-10-13T00:00:00Z,2004-10-13T00:00:00Z,77,5,0,Staphylococcus,,,,,,aureus,,,,,,,,,,,,1,.,.,.,.,.,Religious location (church/temple),,,,,,,Poultry
8737,South Dakota,Davison,2004-11-19T00:00:00Z,,,,19,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,>1 commodity
8738,Wisconsin,Portage,2004-11-12T00:00:00Z,,2004-11-10T00:00:00Z,,8,,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
